name,price_range,stars,neighborhood,business_id,hours,is_open,address,review_count,longitude,latitude,postal_code,cuisine
The Captain's Boil,3,3.5,Willowdale,i1Xkm22_96GNVVOXSUoL0A,"""""""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-0:0']""""""",1,5313 Yonge St,233,-79.4135718,43.7733186,M2N 5R4,Seafood
Canyon Creek,3,3.5,Etobicoke,vpEeL1NA7rRyu0aD_g313Q,"""""""['Monday 11:30-23:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-1:0', 'Friday 11:30-1:0', 'Saturday 11:30-1:0', 'Sunday 11:30-22:0']""""""",1,1900 The Queensway,28,-79.5601256,43.6142913,M9C 5H5,Seafood
Mushkaki's,1,4,Etobicoke,#NAME?,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""""""",1,145 Rexdale Boulevard,20,-79.5677244,43.7111121,M9W 1P7,Seafood
Olio,2,4,Etobicoke,A8Mw21Wxt4Ao-3aA-a5feQ,"""""""['Monday 6:0-0:0', 'Tuesday 6:0-0:0', 'Wednesday 6:0-0:0', 'Thursday 6:0-0:0', 'Friday 6:0-0:0', 'Saturday 7:0-0:0', 'Sunday 7:0-0:0']""""""",1,801 Dixon Road,22,-79.5863624,43.6878627,M9W 1J5,Seafood
The Happy Hooker,2,3.5,Trinity Bellwoods,cWGk2R8rNw7-X_DpNaBeCQ,"""""""['Tuesday 12:0-0:0', 'Wednesday 12:0-0:0', 'Thursday 12:0-0:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-0:0']""""""",0,887 Dundas Street W,52,-79.4117604,43.6510281,M6J 2P8,Seafood
King Rustic,2,4,Niagara,6cz8xLR64Iuzpa4NNcFHqg,"""""""['Monday 11:30-22:30', 'Tuesday 11:30-22:30', 'Wednesday 11:30-22:30', 'Thursday 11:30-23:0', 'Friday 11:30-2:0', 'Saturday 15:0-2:0', 'Sunday 17:0-22:0']""""""",1,926 King Street W,31,-79.4110578,43.6424322,M5V 1P5,Seafood
Canyon Creek,2,3.5,Entertainment District,ivbMuKOwwX2B70gFggzT-g,"""""""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-0:0', 'Saturday 16:0-0:0', 'Sunday 16:0-22:0']""""""",1,156 Front Street West,115,-79.387243,43.6442751,M5J 2L6,Seafood
Aki Da Japanese Seafood House,2,2.5,The Beach,251cOqWFI9t0udLSdS6SCA,,1,1911 Queen St E,17,-79.3043461,43.6687183,M4L 1H3,Seafood
Len Duckworth's Fish & Chips,2,4,The Danforth,3tqwUw4XWf-RFEtVROZ2ZQ,"""""""['Monday 11:0-20:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-21:0', 'Saturday 11:0-20:0']""""""",1,2638 Danforth Avenue,35,-79.2999797,43.6888245,M4C 1L7,Seafood
The Chase Fish & Oyster,4,4,Downtown Core,t6FCO31z5uYrCM26jCaIaA,"""""""['Monday 11:30-1:0', 'Tuesday 11:30-1:0', 'Wednesday 11:30-1:0', 'Thursday 11:30-1:0', 'Friday 11:30-1:0', 'Saturday 17:0-0:0', 'Sunday 10:30-22:0']""""""",1,10 Temperance Street,244,-79.3793504,43.6510639,M5H 1Y4,Seafood
Chiado,4,4,Dufferin Grove,7HrCELR6uv2HkgL7aT_hcQ,"""""""['Monday 12:0-14:30', 'Monday 17:0-22:0', 'Tuesday 12:0-14:30', 'Tuesday 17:0-22:0', 'Wednesday 12:0-14:30', 'Wednesday 17:0-22:0', 'Thursday 12:0-14:30', 'Thursday 17:0-22:0', 'Friday 12:0-14:30', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-22:0']""""""",1,864 College Street,80,-79.42424689,43.65418684,M6H 1A3,Seafood
Urban,3,2.5,Entertainment District,UDKAqeNly36J_VYvxWxnnA,"""""""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:30', 'Thursday 11:30-23:30', 'Friday 11:30-0:30', 'Saturday 11:30-0:30', 'Sunday 11:30-23:0']""""""",0,303 King Street W,13,-79.3902727,43.6463659,M5V 1J5,Seafood
Smash Ping Pong Lounge,2,4.5,Riverdale,dvOW0RTqmwQTB_ZmNm2Wag,"""""""['Monday 12:0-23:30', 'Tuesday 12:0-23:30', 'Wednesday 12:0-23:30', 'Thursday 12:0-1:0', 'Friday 12:0-2:0', 'Saturday 12:0-2:0', 'Sunday 12:0-23:30']""""""",1,672 Queen Street E,9,-79.3512793,43.658686,M4M 1G8,Seafood
Miku Toronto,3,4,Harbourfront,0a2O150ytxrDjDzXNfRWkA,"""""""['Monday 11:30-22:30', 'Tuesday 11:30-22:30', 'Wednesday 11:30-22:30', 'Thursday 11:30-22:30', 'Friday 11:30-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:30']""""""",1,"""""""10 Bay Street, Unit 105""""""",265,-79.3773697,43.6412346,M5J 2R8,Seafood
Yumys,1,3.5,Scarborough,gNg1GXdESMs_ChlZKR7TFQ,"""""""['Monday 10:0-0:0', 'Tuesday 10:0-0:0', 'Wednesday 10:0-0:0', 'Thursday 10:0-0:0', 'Friday 10:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-0:0']""""""",0,"""""""3268 Finch Avenue E, Unit 1""""""",6,-79.3167447,43.7965339,M1W 3P7,Seafood
Rol Jui Seafood Restaurant,2,3,Chinatown,G6hnfEg4Iso1-ago1mkr6w,,1,472 Dundas Street W,25,-79.3968442,43.6533122,M5T 1G9,Seafood
The Boil Bar,2,3.5,The Annex,Nxm2hcwZv4T6XVc8ScR2-A,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']""""""",1,442 Bloor Street W,12,-79.4088284,43.665764,M5S 1X8,Seafood
The Shore Club - Toronto,3,4,Entertainment District,AQJPI5rnkb7pBnBMWtSjvw,"""""""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0', 'Saturday 17:0-0:0']""""""",1,155 Wellington Street W,106,-79.38662767,43.64578821,M5V 3H1,Seafood
Momofuku DaishÅç,3,3.5,Financial District,tEfmHuo_dNanyTaC5PyoOQ,"""""""['Monday 11:30-14:0', 'Monday 17:30-22:0', 'Tuesday 11:30-14:0', 'Tuesday 17:30-22:0', 'Wednesday 11:30-14:0', 'Wednesday 17:30-22:0', 'Thursday 11:30-14:0', 'Friday 11:30-14:0', 'Saturday 17:30-23:0', 'Sunday 11:0-14:30']""""""",1,"""""""190 University Avenue Toronto, 3rd Floor""""""",193,-79.3859219,43.6493689,M5H 0A3,Seafood
Very Fair,2,3,Scarborough,lkM72Y21bjBqUGaW7iL7tQ,,1,17 Milliken Boulevard,63,-79.29350919,43.80356778,M1V 1V3,Seafood
Deep Blue Fish & Chips,1,3.5,Riverdale,aFzKjg_Q_k8w5Rjh0x8yVQ,,0,749 Broadview Ave,6,-79.3585217,43.6758624,M4K 2P6,Seafood
FORTY2 Supperclub,2,2,Liberty Village,fZIrPIK0RBEN2OzwUhi71Q,,1,42 Mowat Avenue,16,-79.4256737,43.6369967,M6K 3K4,Seafood
Hoof Raw Bar,3,3.5,Little Italy,T8koXEIE3oSKbClme8o9Pw,,0,928 Dundas Street W,13,-79.4132797,43.6509775,M6J 1W3,Seafood
Hopgoods Foodliner,3,4,High Park,zJzkL4VHHksVVGepR1IAGw,"""""""['Monday 17:30-22:0', 'Wednesday 5:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-23:0', 'Saturday 17:30-23:0', 'Sunday 11:0-15:0', 'Sunday 17:30-22:0']""""""",1,325 Roncesvalles Avenue,123,-79.4499788,43.648778,M6R 2M6,Seafood
Tom Jones Steakhouse & Seafood,3,4,St. Lawrence,pucWlGXJZ4kdAxQN2jkIpA,"""""""['Monday 11:30-0:0', 'Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-0:0', 'Saturday 17:0-0:30', 'Sunday 17:0-22:30']""""""",1,17 Leader Lane,24,-79.3754015,43.6491389,M5E 1L8,Seafood
Lobster King Seafood Restaurant,3,3,Scarborough,GKN6OdLqCCWx_8B1KaHL1Q,,1,4919 Steeles Avenue E,20,-79.2913137,43.82700432,L3R 0A1,Seafood
Bí¢ton Rouge Steakhouse & Bar,2,2.5,Entertainment District,1J7B86tBk2nIzWMoGFSq0w,"""""""['Monday 11:0-22:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-22:0']""""""",1,277 Front Street W,57,-79.38841225,43.64331426,M5V 2X4,Seafood
The Captain's Boil,2,4,Mount Pleasant and Davisville,fy6srT4KpbE7ICBLdypEuQ,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']""""""",1,1620 Bayview Ave,20,-79.3757109,43.7064024,M4G 3B7,Seafood
Starfish Oyster Bed and Grill,3,3.5,Corktown,0V1cInGtsWicRkgoNx7imQ,"""""""['Monday 12:0-15:0', 'Monday 17:0-23:0', 'Tuesday 12:0-15:0', 'Tuesday 17:0-23:0', 'Wednesday 12:0-15:0', 'Wednesday 17:0-23:0', 'Thursday 12:0-15:0', 'Friday 12:0-15:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 16:0-21:0']""""""",0,100 Adelaide Street E,65,-79.3737704,43.6515704,M5C 1K9,Seafood
Red Lobster,2,3,Downtown Core,fD33UMpiCJcWWXmNKYKANQ,"""""""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""""""",1,20 Dundas Street West,99,-79.38346724,43.65606679,M5G 2C2,Seafood
The West Hill Wine Bar,3,3.5,Scarborough,Qg4Ou9YwqXf10zxQGrw0sA,"""""""['Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 11:30-22:0']""""""",0,"""""""4637 Kingston Road, Unit 1""""""",11,-79.1774638,43.7745227,M1E 2P8,Seafood
Peppercorn Steak and Seafood,2,3,Scarborough,Lr2iWJb9GSxhgrXdt3hJXQ,"""""""['Monday 9:0-22:0', 'Tuesday 9:0-22:0', 'Wednesday 9:0-22:0', 'Thursday 9:0-22:0', 'Friday 9:0-23:0', 'Saturday 9:0-23:0', 'Sunday 9:0-22:0']""""""",0,2290 Markham Road,8,-79.243907,43.812218,M1B 2W4,Seafood
Fishman Lobster Clubhouse Restaurant,3,4,Scarborough,_xAJZOKBMPOe47p1MphB2w,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""""""",1,680 Silver Star Boulevard,288,-79.30079543,43.82423358,M1V 4S5,Seafood
The Big Fish,2,4,Alexandra Park,5Qcp-YbmUYHJ7eIvVDq1Nw,,0,406 Queen Street W,11,-79.3973128,43.6485588,M5V,Seafood
Wah Sing Seafood Restaurant,2,3.5,Downtown Core,xL-Ckvr8k8vEBJxC1wsCqQ,"""""""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-23:0']""""""",1,47 Baldwin Street,58,-79.3938328,43.6558635,M5T 1L1,Seafood
Ritz Bar,2,4,Entertainment District,_fWZH1p8B_lwK4feQgtWkQ,"""""""['Monday 17:0-0:0', 'Tuesday 17:0-0:0', 'Wednesday 17:0-1:0', 'Thursday 17:0-1:0', 'Friday 17:0-1:0', 'Saturday 17:0-1:0']""""""",1,"""""""Ritz Carlton, 181 Wellington St West""""""",4,-79.3877892,43.6456016,M5V 3G7,Seafood
Ufficio,3,4.5,Dufferin Grove,XmfiEDGV1V1mqeEP7SurTg,"""""""['Tuesday 18:0-22:0', 'Wednesday 18:0-22:0', 'Thursday 18:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 18:0-2:0']""""""",1,1214 Dundas Street W,26,-79.4230537,43.6494871,M6J 3B1,Seafood
Estiatorio VOLOS,3,4,Financial District,C6vH0qzmcerMkiJy3VO9qA,"""""""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 17:0-22:30']""""""",1,133 Richmond Street W,207,-79.3848513,43.6500952,M5H 2L3,Seafood
The Keg Steakhouse + Bar - York Street,3,4,Financial District,gy5pr5bFAjOL5rERSdMCLg,"""""""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 16:0-2:0', 'Sunday 16:0-0:0']""""""",1,165 York Street,165,-79.3839695,43.6499821,M5H 3R8,Seafood
Reds Midtown Tavern,2,3.5,Ryerson,xyAbFNEIFSy_OKNptyzCmg,"""""""['Monday 11:30-1:0', 'Tuesday 11:30-1:0', 'Wednesday 11:30-1:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-1:0']""""""",1,"""""""382 Yonge Street, Unit 6""""""",131,-79.3821131,43.6590888,M5B 1S8,Seafood
Redfish,3,4,Dufferin Grove,O5vhV8rQi8Vr4TY4vKHsKA,"""""""['Tuesday 18:0-22:0', 'Wednesday 18:0-22:0', 'Thursday 18:0-22:30', 'Friday 18:0-23:0', 'Saturday 18:0-23:0', 'Sunday 11:0-22:0']""""""",0,890 College Street,19,-79.4250379,43.6539846,M6H 1A3,Seafood
Boil King,2,4,Entertainment District,Dvhg57y-SOcKty6WTG1XDw,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 16:0-23:0', 'Sunday 16:0-23:0']""""""",0,333 King Street W,18,-79.3911778,43.646035,M5V 1J5,Seafood
Wah Too,2,3.5,Downtown Core,0Mhw1lD_Zwsv4Vo6oQrPWA,"""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-5:0', 'Saturday 14:0-5:0', 'Sunday 14:0-23:0']""""""",1,58 Centre Avenue,13,-79.3870808,43.6549211,M5G 1R5,Seafood
Grandeur Palace,2,2.5,Scarborough,#NAME?,"""""""['Monday 9:0-22:30', 'Tuesday 9:0-22:30', 'Wednesday 9:0-22:30', 'Thursday 9:0-22:30', 'Friday 9:0-23:0', 'Saturday 9:0-23:0', 'Sunday 9:0-23:0']""""""",1,"""""""2301 Brimley Road, Unit 128""""""",14,-79.2708692,43.7977931,M1S 3L6,Seafood
King Lobster,1,3,Chinatown,zw74kL1IvT65yRvNLx5UxA,,0,358 Spadina Avenue,21,-79.3990919,43.6546169,M5T 2G4,Seafood
