"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code","cuisine"
"Nando's Flame Grilled Chicken","2","3.5","Discovery District","QE1tzFyyyRKV1p7C4LRukQ","""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']""""""","1","832 Bay St.","120","-79.3862897","43.6617048","M5S 1Z6","African"
"Nando's","2","3.5","Niagara","QMj3DbUwntH6bTRN6PJ-HA","""""""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-23:0']""""""","1","741 Queen Street W","11","-79.4069366","43.646351","M6J 1G1","African"
"Al Mandi","2","3.5","The Danforth","sCo8DEQfbc8_xWzg2kmvIA","""""""['Monday 12:30-0:0', 'Tuesday 12:30-0:0', 'Wednesday 12:30-0:0', 'Thursday 12:30-0:0', 'Friday 12:30-0:0', 'Saturday 12:30-0:0', 'Sunday 12:30-0:0']""""""","1","1328 Danforth Avenue","4","-79.3293106","43.6823292","M4J 1M9","African"
"Pili Pili","2","4.5","Scarborough","u0YqV9eoMDVdYxMegrSxqw","""""""['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-18:0']""""""","1","1960 Lawrence Avenue E","28","-79.2984151","43.7450057","M1R 2Z1","African"
"African Palace","2","4","Dovercourt","UsKmYp0m8VYWM96tkGm2vQ","","1","977 Bloor Street W","69","-79.4291805","43.6611995","M6H 1L7","African"
"Ethiopian House Restaurant","2","3.5","Downtown Core","VxrvGKfba7rBDNLjc-Wy3A","""""""['Monday 12:0-0:0', 'Tuesday 12:0-0:0', 'Wednesday 12:0-0:0', 'Thursday 12:0-0:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-0:0']""""""","1","4 Irwin Avenue","129","-79.3854813","43.6666765","M4Y 1K9","African"
"Nunu Ethiopian Fusion","2","4","West Queen West","xfbjRpE3yhRQ9Zw-D_mBgQ","""""""['Tuesday 17:0-0:0', 'Wednesday 17:0-0:0', 'Thursday 17:0-0:0', 'Friday 17:0-0:0', 'Saturday 17:0-2:0']""""""","1","1178 Queen Street W","51","-79.4257048","43.642969","M6J 2J5","African"
"Blue Nile Restaurant","2","4.5","The Danforth","y4zoAUW47T6dcopfeK31fw","""""""['Monday 16:0-23:45', 'Tuesday 16:0-2:0', 'Wednesday 16:0-2:0', 'Thursday 16:0-2:0', 'Friday 16:0-2:0', 'Saturday 16:0-2:0', 'Sunday 16:0-2:0']""""""","1","1260 Danforth Avenue","6","-79.3308635","43.6820083","M4J 1M6","African"
"Rendez-Vous","2","4","The Danforth","0-yj2jtzLUHG2b7PpEHyog","""""""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""""""","1","1408 Danforth Avenue","59","-79.3275985","43.6826502","M4J 1M9","African"
"Wazema Ethiopian Restaurant","1","4","The Danforth","4fhgdaPJVHwx4VeNWKYblQ","","1","1360 Danforth Ave","11","-79.328522","43.6824635","M4J","African"
"Hamdi Restaurant","2","3.5","Etobicoke","7mRKyX7ryuJTPs3Rcaxh4A","","1","18 Rexdale Boulevard","11","-79.5570968","43.7143226","M9W 5Z3","African"
"Lalibela Ethiopian Restaurant","2","4","The Danforth","_OecgEhpCDj-5qJNP_KlVg","""""""['Monday 10:0-0:0', 'Tuesday 10:0-0:0', 'Wednesday 10:0-0:0', 'Thursday 10:0-0:0', 'Friday 10:0-1:0', 'Saturday 10:0-1:0', 'Sunday 10:0-1:0']""""""","1","1202 Danforth Avenue","42","-79.3319989","43.6817099","M4J","African"
"Doomie's Toronto","2","3.5","Parkdale","AFF2vsQmRT4L22AvUsit-Q","['Monday 12:0-23:0', 'Tuesday 12:0-23:0', 'Wednesday 12:0-23:0', 'Thursday 12:0-23:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-23:0']","1","1263 Queen Street W","96","-79.43113791","43.64161475","M6K 1L4","Vegetarian/Vegan"
"Ravi Soups","2","4","Downtown Core","ANAPBJgCwEMg4ruYcQ-Law","['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-18:0']","1","9 Charles Street W","41","-79.3868092","43.6685154","M4Y 1R4","Vegetarian/Vegan"
"Rancho Relaxo To Go","2","3.5","The Junction","bgOgbr7ocyfYafqUAaR0WA","['Monday 11:0-20:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-20:0', 'Saturday 11:0-20:0']","1","1635 Dupont Street","16","-79.4556437","43.6645976","M6P 3S9","Vegetarian/Vegan"
"Grey Tiger","2","4","Bloordale Village","bxcVRvqq37Z_8J0tnL78rA","['Tuesday 8:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-20:0']","1","1190 Bloor Street W","13","-79.4378984","43.6594557","M6H 1N2","Vegetarian/Vegan"
"Lola's Kitchen","2","4","Church-Wellesley Village","BxCzy1WOVxOrr_G7V4BIvg","['Monday 11:0-15:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:0', 'Saturday 10:0-15:0', 'Saturday 16:0-22:0', 'Sunday 10:0-15:0']","1","634 Church Street","284","-79.382838","43.6697687","M4Y 2G3","Vegetarian/Vegan"
"Templeton's Cafe","2","3.5","Kensington Market","B4uCwftCK0GMXvYYwr0lUw","['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']","1","319 Augusta Avenue","52","-79.40290833","43.65687561","M5T 1N9","Vegetarian/Vegan"
"Bunner's","2","4","The Junction","cInYKKK7p9y1FokuKClNtw","['Monday 10:0-19:0', 'Tuesday 10:0-19:0', 'Wednesday 10:0-19:0', 'Thursday 10:0-19:0', 'Friday 10:0-19:0', 'Saturday 10:0-19:0', 'Sunday 11:0-17:0']","1","3054 Dundas Street W","98","-79.4714453","43.6656916","M6P 1Z7","Vegetarian/Vegan"
"Cafe Moi","1","4","Yorkville","c1A0vzAyQ7TLIgcoTlUMyA","","1","1200 Bay Street","4","-79.3898585","43.67","M5R 2A5","Vegetarian/Vegan"
"Maha's","2","4","Leslieville","dAmVTQ6ukuLh4UxTmBoRkg","['Monday 8:0-19:0', 'Tuesday 8:0-19:0', 'Thursday 8:0-19:0', 'Friday 8:0-19:0', 'Saturday 8:0-17:0', 'Sunday 8:0-17:0']","1","226 Greenwood Avenue","189","-79.3285772","43.6716801","M4L 2R2","Vegetarian/Vegan"
"AAamazing Salad","2","4.5","Kensington Market","dA2lVg79LtB5kMyx3dIANg","['Monday 12:0-18:0', 'Tuesday 12:0-19:0', 'Wednesday 12:0-19:0', 'Thursday 12:0-19:0', 'Friday 12:0-19:0', 'Saturday 12:0-19:0', 'Sunday 12:0-19:0']","1","160 Baldwin Street, Unit 2","11","-79.39975645","43.65500924","M5T 3K7","Vegetarian/Vegan"
"b.good","2","3.5","Queen Street West","dvFVX3xmcLauD__8GKhJMA","['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']","1","573 Queen Street W","16","-79.4010247","43.6476848","M5V 2B6","Vegetarian/Vegan"
"Pero Restaurant & Lounge","2","4","Christie Pits","DD_dSlQKcln7VXbN1qxcLA","['Tuesday 17:0-0:0', 'Wednesday 17:0-0:0', 'Thursday 17:0-0:0', 'Friday 17:0-2:0', 'Saturday 17:0-2:0', 'Sunday 17:0-2:0']","1","812 Bloor Street W","37","-79.4227388","43.6627952","M6G 1L9","Vegetarian/Vegan"
"Crave Healthy Habits","1","5","Financial District","DkBer3JjUGfKEsZCLtfgvA","['Monday 7:30-16:0', 'Tuesday 7:30-16:0', 'Wednesday 7:30-16:0', 'Thursday 7:30-16:0', 'Friday 7:30-16:0']","1","TD Centre Food Hall, 100 Wellington Street W","4","-79.3815764","43.6471768","M5K 1A1","Vegetarian/Vegan"
"Lucy Ethiopian Kitchen","2","4.5","The Danforth","efFIGYJDnqPnjXlASxF7PQ","['Monday 14:0-2:0', 'Tuesday 14:0-2:0', 'Wednesday 14:0-2:0', 'Thursday 14:0-2:0', 'Friday 14:0-2:0', 'Saturday 14:0-2:0', 'Sunday 14:0-2:0']","1","1690 Danforth Avenue","44","-79.3207142","43.6841128","M4C","Vegetarian/Vegan"
"Fresh on Spadina","2","4","Entertainment District","ejKXczjEkm1gzyRdblQm8w","['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-22:0']","1","147 Spadina Avenue","265","-79.3956287","43.6480684","M5V 2L7","Vegetarian/Vegan"
"CrudaCafe","2","3","St. Lawrence","euAfN3ilf8ySF4p9I-xyvg","['Tuesday 9:0-17:30', 'Wednesday 9:0-17:30', 'Thursday 9:0-17:30', 'Friday 9:0-18:0', 'Saturday 7:0-17:0']","1","St. Lawrence Market, 92 Front St E, Basement","46","-79.371791","43.649125","M5E 1C4","Vegetarian/Vegan"
"Pizza Nova","2","4","Mount Pleasant and Davisville","exawrYlJA4GKsGdqje2G-A","['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-0:0']","1","758 Mt Pleasant Road","3","-79.3902623","43.707339","M4S 2N6","Vegetarian/Vegan"
"Bareburger","2","4","Discovery District","e59uNE07Gf-yrIl4rX3KZw","['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']","1","111 Dundas Street W","229","-79.3841428","43.6556244","M5G","Vegetarian/Vegan"
"Spark Espresso and Fresh Bar","2","4","Christie Pits","e-khOwCeoG5h_earJu9aVA","['Tuesday 10:0-19:0', 'Wednesday 10:0-19:0', 'Thursday 10:0-19:0', 'Friday 10:0-19:0', 'Saturday 10:0-19:0', 'Sunday 10:0-19:0']","1","739 Ossington Avenue","15","-79.4256786","43.6623625","M6G 3T8","Vegetarian/Vegan"
"The Goods","2","4.5","Little Portugal","ElcjcVC348qqJ1kTS9i7xw","['Monday 9:0-20:0', 'Tuesday 9:0-20:0', 'Wednesday 9:0-20:0', 'Thursday 9:0-20:0', 'Friday 11:0-18:0', 'Saturday 11:0-18:0', 'Sunday 11:0-18:0']","1","1255 Dundas Street W","22","-79.4240917","43.6493134","M6J 1X6","Vegetarian/Vegan"
"Annapurna Vegetarian Restaurant","1","3.5","The Annex","ffWkln-XUcOyh_K9SK5oBQ","['Monday 11:30-21:0', 'Tuesday 11:30-21:0', 'Thursday 11:30-21:0', 'Friday 11:30-21:0', 'Saturday 11:30-21:0']","1","1085 Bathurst Street","27","-79.4140333","43.6728084","M5R 3G8","Vegetarian/Vegan"
"Sabai Sabai Kitchen and Bar","2","4","Church-Wellesley Village","fNc1WuGwiT7RhqXUIe4S8A","['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 16:0-22:0']","1","81 Bloor Street E","26","-79.3846529","43.6703141","M4W 1A9","Vegetarian/Vegan"
"Live Organic Food Bar","2","4","The Annex","ghaj1MZzPW1qXYCZWfoTTw","['Monday 11:30-21:30', 'Tuesday 11:30-21:30', 'Wednesday 11:30-21:30', 'Thursday 11:30-21:30', 'Friday 11:30-22:0', 'Saturday 11:30-21:30', 'Sunday 11:0-21:30']","1","264 Dupont St","153","-79.4082998","43.6747158","M5R 1V7","Vegetarian/Vegan"
"The Buddhist Vegetarian Kitchen","2","3.5","Scarborough","hHDJkwr0JEzHV2aYWxQfdw","['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']","1","3290 Midland Ave, Unit 9","21","-79.2892866","43.8062248","M1V 4W8","Vegetarian/Vegan"
"Oakham House","1","4","Ryerson","hkVki6S-Zega1WsgPpCL_A","['Monday 8:0-1:0', 'Tuesday 8:0-1:0', 'Wednesday 8:0-1:0', 'Thursday 8:0-1:0', 'Friday 8:0-1:0', 'Saturday 8:0-1:0']","1","63 Gould St","7","-79.378178","43.658161","M5B 1E9","Vegetarian/Vegan"
"D-Beatstro","1","4.5","Bloordale Village","ho5ClDsYijmOJy9OSUx8UA","['Tuesday 8:0-20:0', 'Wednesday 8:0-20:0', 'Thursday 8:0-20:0', 'Friday 8:0-20:0', 'Saturday 8:0-20:0', 'Sunday 10:0-19:0']","1","1292 Bloor Street W","20","-79.4421299","43.6586005","M6H 1N9","Vegetarian/Vegan"
"Green Earth Vegetarian Cuisine","2","4","Riverdale","HM5_OwVGW4YEHgyOf56IAQ","['Monday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 14:0-20:0']","1","385 Broadview Avenue","39","-79.3526962","43.6660516","M4K 2M7","Vegetarian/Vegan"
"Origin","3","3.5","Corktown","iKMLsX1Je7P3wAOEc9scDg","['Monday 16:0-22:0', 'Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-22:30', 'Friday 16:0-23:30', 'Saturday 11:0-23:30', 'Sunday 11:0-21:30']","1","109 King Street E, Suite 107","196","-79.3738002","43.6500317","M5C 1G6","Vegetarian/Vegan"
"Freshii","2","3","Downtown Core","is6sW1nbJC9JYyKHFKEwnw","","1","Eaton Centre, 220 Yonge St, Unit H023","16","-79.3800603","43.6536106","M5B 2H1","Vegetarian/Vegan"
"Nazareth Restaurant","1","4","Dovercourt","iZJ5pdY558VodrEumGyVug","['Monday 15:0-0:0', 'Wednesday 15:0-0:0', 'Thursday 15:0-0:0', 'Friday 15:0-23:0', 'Saturday 15:0-23:0', 'Sunday 15:0-23:0']","1","969 Bloor Street W","193","-79.4287374","43.6611938","M6H 1L7","Vegetarian/Vegan"
"Apiecalypse Now!","1","4.5","Koreatown","i_V36U612XnJ5SJAE1OPWw","['Tuesday 12:0-23:30', 'Wednesday 12:0-23:30', 'Thursday 12:0-23:30', 'Friday 12:0-23:30', 'Saturday 12:0-23:30', 'Sunday 12:0-20:0']","1","735 Bloor Street W","66","-79.4186492","43.663408","M6G 1L5","Vegetarian/Vegan"
"Greenhouse Juice","3","4.5","Summer Hill","IPV-KGMLNvl3WRn1rFpk6w","['Monday 7:30-19:0', 'Tuesday 7:30-19:0', 'Wednesday 7:30-19:0', 'Thursday 7:30-19:0', 'Friday 7:30-19:0', 'Saturday 8:0-18:30', 'Sunday 9:0-18:30']","1","5 Macpherson Avenue","25","-79.3907966","43.678934","M5R 1W7","Vegetarian/Vegan"
"Urban Herbivore","2","4","Dufferin Grove","jZLFHdhD7XDeUT6KZZp8Qw","","1","967 College Street","13","-79.4273594","43.653365","M6H 1A6","Vegetarian/Vegan"
"Planta","3","4","Yorkville","JG9UpsFR6hrqQqsKh_RyaQ","['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 10:30-22:0']","1","1222 Bay Street","48","-79.38943356","43.6702151","M5R 3P5","Vegetarian/Vegan"
"Pho Vistro","2","4","Entertainment District","JlpkA8yZb3K4wUkz1UJD1g","['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-23:0']","1","259 Queen Street W","37","-79.3890512","43.6501893","M5V 1Z4","Vegetarian/Vegan"
"Nohohon Tea - Queen West","1","4","Alexandra Park","JLTxzBEW4IrhraaonG-vUw","['Monday 12:0-21:0', 'Tuesday 12:0-21:0', 'Wednesday 12:0-21:0', 'Thursday 12:0-21:0', 'Friday 12:0-22:0', 'Saturday 12:0-22:0', 'Sunday 12:0-21:0']","1","467 Queen Street W","103","-79.397498","43.648526","M5V 2A9","Vegetarian/Vegan"
"Coco Rice Thai Cuisine","2","3.5","Niagara","JQ5If23aqFhV6uuMRwFlwA","['Monday 11:0-22:30', 'Tuesday 11:0-22:30', 'Wednesday 11:0-22:30', 'Thursday 11:0-22:30', 'Friday 11:0-22:30', 'Saturday 12:0-22:30', 'Sunday 12:0-22:30']","1","669 King Street W","80","-79.40299738","43.64378159","M5V 1M9","Vegetarian/Vegan"
"Refuel Juicery","2","5","Mount Pleasant and Davisville","J4IYvRMvGK0M7u2tD0zIkQ","['Monday 8:30-18:0', 'Tuesday 8:30-18:0', 'Wednesday 8:30-18:0', 'Thursday 8:30-18:0', 'Friday 8:30-18:0', 'Saturday 8:30-18:0', 'Sunday 8:30-18:0']","1","1633 Bayview Avenue","4","-79.37542241","43.70681188","M4G 3B7","Vegetarian/Vegan"
"Little India Restaurant","2","3.5","Entertainment District","J9BmILDpV1Pr3GKU9XhjTQ","['Monday 11:30-22:0', 'Tuesday 11:30-22:30', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:30', 'Friday 11:30-22:30', 'Saturday 11:30-22:30', 'Sunday 11:30-22:0']","1","255 Queen Street W","291","-79.3888945","43.6502008","M5V 1Z4","Vegetarian/Vegan"
"Kupfert & Kim","2","4","Financial District","kemSq9mBxmPaKHQrUXPJ_g","['Monday 7:30-19:30', 'Tuesday 7:30-19:30', 'Wednesday 7:30-19:30', 'Thursday 7:30-19:30', 'Friday 7:30-18:0']","1","First Canadian Place, 100 King Street West","94","-79.3817111","43.6485583","M5X 1C7","Vegetarian/Vegan"
"Mildred's Temple Kitchen","2","4","Liberty Village","kOFDVcnj-8fd3doIpCQ06A","['Monday 11:0-15:0', 'Tuesday 11:0-15:0', 'Wednesday 11:0-15:0', 'Thursday 18:0-22:0', 'Friday 18:0-22:0', 'Saturday 18:0-22:0', 'Sunday 9:0-15:0']","1","85 Hanna Avenue","391","-79.42042351","43.63991087","M6K 3S3","Vegetarian/Vegan"
"Showtime Bistro","2","3.5","Scarborough","kZW2RJdmb8Ymm22pLscYvA","['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']","1","2761 Markham Road","22","-79.2462887","43.8213037","M1X 0A4","Vegetarian/Vegan"
"The Beet","2","3.5","The Junction","KDiVhKB9UneT548hThK8hw","['Monday 10:0-20:0', 'Tuesday 10:0-20:0', 'Wednesday 10:0-20:0', 'Thursday 10:0-20:0', 'Friday 10:0-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-16:0']","1","2945 Dundas Street W","94","-79.4673384","43.6652575","M6P 1Z2","Vegetarian/Vegan"
"iQ Food Co.","2","3.5","Financial District","KKeUEVA7Srq521qBTj4T9A","['Monday 11:0-16:0', 'Tuesday 11:0-16:0', 'Wednesday 11:0-16:0', 'Thursday 11:0-16:0', 'Friday 11:0-16:0']","1","100 Wellington St W, Concourse Level","35","-79.38343048","43.64775237","M5K 1B1","Vegetarian/Vegan"
"Thrive Organic Kitchen & CafÌ©","2","4","Etobicoke","KpFgHrxoVOiwfpR0f5KXUA","['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-21:0', 'Saturday 9:0-21:0', 'Sunday 9:0-21:0']","1","3473 Lake Shore Boulevard W","72","-79.5302858","43.5951988","M8W 1N5","Vegetarian/Vegan"
"Superfood Eateries","2","4.5","Entertainment District","Ku3ME-bW3zINVJiP9zkOEg","['Monday 8:0-19:0', 'Tuesday 8:0-19:0', 'Wednesday 8:0-19:0', 'Thursday 8:0-19:0', 'Friday 8:0-19:0', 'Saturday 10:0-19:0', 'Sunday 10:0-18:0']","1","268 Adelaide Street W","50","-79.3898385","43.6480704","M5H 1X6","Vegetarian/Vegan"
"b.good","2","3.5","Corktown","lQpxpk_ZFJ_ZtYNYhJQv8Q","['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']","1","100 Front Street E","55","-79.3710728","43.6497773","M5A 1E1","Vegetarian/Vegan"
"Bombay Street Food","2","3.5","Discovery District","lVTn2NO9-FGfxKjfleZUqw","['Monday 8:0-21:0', 'Tuesday 8:0-21:0', 'Wednesday 8:0-21:0', 'Thursday 8:0-22:0', 'Friday 8:0-22:0', 'Saturday 11:0-22:0', 'Sunday 11:0-21:0']","1","828 Bay Street","56","-79.38628822","43.66183769","M5S 1Z7","Vegetarian/Vegan"
"Kupfert & Kim","2","4","Entertainment District","mdoALqA201oRodl-lN_czg","['Monday 7:30-22:0', 'Tuesday 7:30-22:0', 'Wednesday 7:30-22:0', 'Thursday 7:30-22:0', 'Friday 7:30-22:0', 'Saturday 10:30-22:0', 'Sunday 10:30-22:0']","1","140 Spadina Avenue.","51","-79.3961822","43.6477509","M5V 2L4","Vegetarian/Vegan"
"360 Restaurant","4","3.5","Entertainment District","mG71gQ5HWl7ut9OCN6NJKA","['Monday 11:0-14:15', 'Monday 16:30-22:15', 'Tuesday 11:0-14:15', 'Tuesday 16:30-22:15', 'Wednesday 11:0-14:15', 'Wednesday 16:30-22:15', 'Thursday 11:0-14:15', 'Thursday 16:30-22:15', 'Friday 11:0-14:15', 'Friday 16:30-22:15', 'Saturday 11:0-14:15', 'Saturday 16:30-22:15', 'Sunday 11:0-14:15', 'Sunday 16:30-22:15']","1","CN Tower, 301 Front Street W","524","-79.38709974","43.64276809","M5V 2T6","Vegetarian/Vegan"
"Freshii","2","1.5","Downtown Core","mLP2kJvOR0rDvqAe2mhovg","","1","92 King St E","17","-79.3748906","43.6500732","M5C","Vegetarian/Vegan"
"Mam Green Salad","1","4.5","Financial District","mNnivjpQEf8A6pqNChILRg","['Monday 10:30-15:30', 'Tuesday 10:30-15:30', 'Wednesday 10:30-15:30', 'Thursday 10:30-15:30', 'Friday 10:30-15:30']","1","220 Bay Street","16","-79.3798304","43.6476234","M5L 1E9","Vegetarian/Vegan"
"YamChops","2","4.5","Little Italy","mYzlPKXvOVRrQivHnDqD5g","['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-19:0', 'Saturday 11:0-19:0', 'Sunday 11:0-17:0']","1","705 College Street","36","-79.41821436","43.65506926","M6G 1C2","Vegetarian/Vegan"
