name,price_range,stars,neighborhood,business_id,hours,is_open,address,review_count,longitude,latitude,postal_code,cuisine
Test A,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694377,M4Y 2P2,Chinese
Test B 2,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694376,M4Y 2P2,Chinese
Test C 3,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694375,M4Y 2P2,Chinese
Test D 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694374,M4Y 2P2,Chinese
Test E 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694373,M4Y 2P2,Chinese
Test F 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694372,M4Y 2P2,Chinese
Test B 2,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694376,M4Y 2P2,Japanese
Test C 3,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694375,M4Y 2P2,Japanese
Test D 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694374,M4Y 2P2,Japanese
Test E 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694373,M4Y 2P2,Japanese
Test F 4,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694372,M4Y 2P2,Japanese
Focaccia Italian Sandwiches,1,4,Church-Wellesley Village,eZQV20xRXOuqR1Hej3nEqA,,1,13 Hayden Street,3,-79.3858528,43.6694379,M4Y 2P2,Italian
Mare Pizzeria,1,4.5,Kensington Market,aYGqrw1lJHs8Hw0kHC5TVA,"""['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-4:0', 'Saturday 10:0-4:0', 'Sunday 10:0-22:0']""",1,185 Baldwin Street,15,-79.4009673,43.6547607,M5T 1L8,Italian
Dante's Inferno Paninoteca,1,4.5,Wychwood,Dnq4w6ajMifZFFTIR5cGxw,"""['Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0']""",1,1151 Davenport Road,9,-79.4316635,43.6745606,M6H 2G4,Italian
Domino's Pizza,1,5,Etobicoke,UsFFaNUWG5u7f9rHpJBHRQ,"""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-0:0']""",1,4204 Dundas Street W,4,-79.5109773,43.6604605,M8X 1Y6,Italian
Weston Favourites,1,3.5,,wPxQQbwXfqnJEMirpwcPnw,"""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 12:0-22:0']""",1,1986 Weston Road,3,-79.51934931,43.7008781,M9N 1W8,Italian
Pizza La Rosa,1,4,,ixGb4NLfgD90wZHlw94rLw,"""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 12:0-23:0', 'Sunday 17:0-22:0']""",1,"""2555 Victoria Park Avenue, Unit 19""",47,-79.3218593,43.7725733,M1T 1A3,Italian
Honey B Hives Restaurant,1,3.5,Scarborough,L_thK7r3K_h5M4tV7amEKQ,"""['Monday 0:0-0:0', 'Tuesday 0:0-0:0', 'Wednesday 0:0-0:0', 'Thursday 0:0-0:0', 'Friday 0:0-0:0', 'Saturday 0:0-0:0', 'Sunday 0:0-0:0']""",1,2816 Markham Road,118,-79.24791521,43.82298187,M1V 4C3,Italian
Cucinetta,1,3,,M7gB_MsmKwjSO8pk1rQ00w,"""['Monday 8:0-22:0', 'Tuesday 8:0-22:0', 'Wednesday 8:0-22:0', 'Thursday 8:0-22:0', 'Friday 8:0-22:0', 'Saturday 9:0-20:0', 'Sunday 9:0-20:0']""",1,4700 Keele Street,6,-79.5014336,43.7742392,M3J 1P3,Italian
Centro Trattoria & Formaggio,1,3.5,Corso Italia,EQ1cOH_mr5VyHGjhgz_vDA,"""['Monday 9:0-18:0', 'Tuesday 9:0-18:0', 'Wednesday 9:0-18:0', 'Thursday 9:0-18:0', 'Friday 9:0-18:0', 'Saturday 9:0-18:0']""",1,1224 St. Clair Avenue W,4,-79.444842,43.677714,M6E 1B4,Italian
Sorella Toronto,1,4.5,The Junction,GCYoo69k-vI-KFF3rsFuTQ,,1,2763 Dundas Street W,8,-79.46149387,43.66514426,M6P 1Y3,Italian
Amato Pizza,1,2,Leslieville,gQbfVuWEElYFqsS0qbUbpQ,"""['Monday 10:0-1:0', 'Tuesday 10:0-1:0', 'Wednesday 10:0-1:0', 'Thursday 10:0-1:0', 'Friday 10:0-2:0', 'Saturday 10:0-2:0', 'Sunday 10:0-1:0']""",1,1056 Queen Street E,7,-79.3374374,43.6618962,M4M 1K3,Italian
Arbia Cafe Eatery,1,4.5,Ryerson,mactLKv5GEgj6FdsYkdLVQ,"""['Monday 7:0-21:0', 'Tuesday 7:0-21:0', 'Wednesday 7:0-21:0', 'Thursday 7:0-21:0', 'Friday 7:0-20:0']""",0,113 Bond Street,12,-79.3785241,43.6571711,M5B 1Y2,Italian
Bitondo's Pizzeria,1,4,Little Italy,aIBvcOjkAURJJ-UH0G-s0g,"""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""",1,11 Clinton Street,105,-79.4133282,43.6538683,M6J 2N7,Italian
Pastissima,1,4,,g1j8COaztNostGlxssCCVA,"""['Monday 9:0-19:0', 'Tuesday 9:0-19:0', 'Wednesday 9:0-19:0', 'Thursday 9:0-19:0', 'Friday 9:0-19:0', 'Saturday 10:0-18:0', 'Sunday 10:0-18:0']""",1,2633 Yonge Street,8,-79.3999542,43.7153388,M4P 2J6,Italian
Tre Mari Bakery,1,4.5,Corso Italia,02Ycww2etUAxorZb5gIM8Q,"""['Monday 7:0-20:0', 'Tuesday 7:0-20:0', 'Wednesday 7:0-20:0', 'Thursday 7:0-20:0', 'Friday 7:0-20:0', 'Saturday 7:0-21:0', 'Sunday 7:0-20:0']""",1,1311 Saint Clair Avenue W,50,-79.4487201,43.6765075,M6E 1C2,Italian
Nonna's Place,1,4,The Junction,6bttTDLU4j4GeG7QnvU84Q,,1,1419 Bloor St W,11,-79.447717,43.6572759,M6P 3L4,Italian
The Fresh Italian Eatery,1,4,Downtown Core,EY4xsGDe0euyusOfAb3Cwg,,1,42-109 McCaul Street,12,-79.39073145,43.6542189,M5T 2W7,Italian
Pastalicious,1,3,Liberty Village,B44Cx8VNrRlrgdfXHuaq-w,"""['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-19:0', 'Saturday 11:0-18:0']""",0,"""171 E Liberty Village, Unit135""",7,-79.4192086,43.6383173,M6K 3P6,Italian
Primo Veal,1,4.5,Scarborough,4eP4sX4NXyDSdGBE8RAoJQ,"""['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-19:0', 'Thursday 11:0-19:0', 'Friday 11:0-19:0']""",1,3105 Sheppard Avenue E,38,-79.3176769,43.7765181,M1T 3J7,Italian
John's Classic Pizza,1,3.5,Little Italy,zZ5EM6ON8l7R32HwDabd2Q,,0,591 College St,6,-79.4135478,43.6552044,M6G 1B2,Italian
Amato Real Pizza,1,3,High Park,ZyS5VIWXTQoqMfuv3UgtcQ,"""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""",1,2385 Dundas Street W,13,-79.4530819,43.6576103,M6P 1X2,Italian
Menchella's Gourmet Pizza,1,2.5,The Annex,u-hO4f4EK-riKNJbkxZW0Q,"""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-20:0', 'Friday 11:0-4:0', 'Saturday 11:0-4:0', 'Sunday 11:0-23:0']""",1,454 Bloor Street W,9,-79.4090963,43.6657121,M5S 1X8,Italian
Domino's Pizza,1,2,Brockton Village,JZB9Zjex7mlJNu7lyJ08Qw,,1,1671 Dundas Street West,5,-79.43773516,43.65010753,M6K 1V2,Italian
Riviera Bakery,1,3.5,Little Italy,eEKfOX6KtQmLgb8z-1VfUA,"""['Monday 8:0-20:0', 'Tuesday 8:0-20:0', 'Wednesday 8:0-20:0', 'Thursday 8:0-20:0', 'Friday 8:0-20:0', 'Saturday 8:0-20:0', 'Sunday 8:0-20:0']""",1,576 College Street,33,-79.4130997,43.6554884,M6G 1B3,Italian
Pizzaiolo,1,3,Yonge and St. Clair,1gL9mw6HRbetCb9vOBoPQw,,1,13 St Clair Ave W,23,-79.394666,43.6877499,M4V,Italian
Pizza Pizza,1,2.5,Yorkville,DitQU2Y-WONolisjxP-2nQ,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,826 Yonge Street,9,-79.3874048,43.6711886,M4W 2H1,Italian
Pizzaiolo,1,3,Entertainment District,UUlp5Pkpq7w5pOiX6esJ9Q,"""['Monday 10:0-23:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-23:0', 'Friday 10:0-4:0', 'Saturday 11:0-4:0', 'Sunday 11:0-22:0']""",1,123 Spadina Avenue,9,-79.3954536,43.6471851,M5V 2K8,Italian
St Lawrence Pizza & Ice Cream,1,4,St. Lawrence,YcU8pVXAFxybe8aiOBQOcw,"""['Tuesday 8:0-18:0', 'Wednesday 8:0-18:0', 'Thursday 8:0-18:0', 'Friday 6:0-17:0', 'Saturday 6:0-17:0']""",1,93 Front Street E,10,-79.3717741,43.6490516,M5E 1C3,Italian
Corrado's,1,4.5,Entertainment District,Grr2wJ3nYD_7qUyespDglA,"""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-4:0', 'Saturday 12:0-4:0', 'Sunday 12:0-21:0']""",1,118 John Street,170,-79.39063707,43.64829396,M5V 2E2,Italian
Piazza Monte,1,3,Scarborough,sCpa9e3HOSPuOlZUIVTWKQ,"""['Monday 11:0-19:0', 'Tuesday 11:0-19:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-20:0', 'Saturday 11:0-20:0']""",0,297 Port Union Road,5,-79.1407734,43.7894519,M1C 2L3,Italian
Domino's Pizza,1,3,Etobicoke,H9Ht6OgTMl3PZoX60OzCew,"""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-0:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-0:0']""",1,2811 Lake Shore Boulevard W,9,-79.5008951,43.601733,M8V 1H6,Italian
Baretto Caffe,1,5,,g6AFW-zY0wDvBl9U82g4zg,"""['Monday 7:30-18:0', 'Tuesday 7:30-18:0', 'Wednesday 7:30-18:0', 'Thursday 7:30-18:0', 'Friday 7:30-18:0', 'Saturday 8:30-17:0']""",1,1262 Don Mills Road,103,-79.3465271,43.7447684,M3B 2W7,Italian
Fresca Pizza & Pasta,1,4,,9LE2yGl23qxitNc9mkpbjA,"""['Monday 11:0-0:0', 'Tuesday 11:0-0:0', 'Wednesday 11:0-0:0', 'Thursday 11:0-1:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 13:0-23:0']""",1,302 College Street,63,-79.4017791,43.6576697,M5T 3M1,Italian
Pizza Hut,1,2.5,Bloor-West Village,6tFbsJuIarw6vawDOZ9GkA,"""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 12:0-23:0']""",1,2100 Bloor Street W,9,-79.4708935,43.6526178,M6S 4Y7,Italian
Pizza Pizza,1,1.5,Scarborough,E4wuEcTEmuq7kvgSbTDLFQ,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,"""2900 Warden Avenue, Unit 205 207""",6,-79.3184634,43.7983618,M1W 2S8,Italian
Pizza Pizza,1,3,Ryerson,obrbOqA5Pxita02b0rcGrg,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,346 Yonge Street,5,-79.3817333,43.6577514,M5B 1R8,Italian
Danforth Sandwich,1,4.5,The Danforth,Ct5bB61mRmHUdXhqL3rm0A,"""['Monday 9:0-19:0', 'Tuesday 9:0-19:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-23:0', 'Saturday 9:0-23:0']""",1,2116 Danforth Avenue,5,-79.3118115,43.6859002,M4C 1K1,Italian
Pizza Pizza,1,2.5,Leslieville,XXXb0ANM2vU37VnAAZvlVQ,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,1252 Gerrard Street E,3,-79.32825208,43.67099523,M4L 1Y6,Italian
Calabria,1,2,,n_a-dQ0mzMxTvP7V8vvTWw,,0,2450 Sheppard Avenue E,4,-79.3240075,43.7750813,M2J 1X1,Italian
Uno Mustachio,1,3.5,St. Lawrence,RHcfJ-l69RbBE4viU0-jwQ,,1,"""St. Lawrence Market, 93 Front St E, Lower Level B34""",63,-79.3712387,43.6488408,M5E 1C2,Italian
Espresso Bakery & Deli,1,4,Etobicoke,r_A7uy6FUXxDDD0g7wXMSg,"""['Monday 9:0-19:0', 'Tuesday 9:0-19:0', 'Wednesday 9:0-19:0', 'Thursday 9:0-19:0', 'Friday 9:0-19:0', 'Saturday 10:0-17:0', 'Sunday 10:0-17:0']""",1,4980 Dundas Street W,5,-79.5304708,43.647337,M9A 1B7,Italian
San Francesco Foods - Clinton,1,4,Little Italy,NOKaVqvi4hI8RgGjFCFIAg,"""['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-22:0', 'Friday 9:0-23:0', 'Saturday 9:0-23:0', 'Sunday 9:0-22:0']""",1,10 Clinton Street,42,-79.4133199,43.6537655,M6J 2N8,Italian
Pizza Pizza,1,2.5,Dufferin Grove,EDqCEAGXVGCH4FJXgqtjqg,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,979 Bloor Street W,7,-79.429089,43.661054,M6H 1L5,Italian
Pizza Pizza,1,2.5,Church-Wellesley Village,D9LMDxJTbMIP5drSgWp1SQ,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,471 Yonge Street,13,-79.3830445,43.6618689,M4Y 1A1,Italian
The Big Slice,1,3,Ryerson,SHtvOqudT3zlOdCnZjrXzQ,"""['Monday 9:0-5:0', 'Tuesday 9:0-5:0', 'Wednesday 9:0-5:0', 'Thursday 9:0-5:0', 'Friday 9:0-5:0', 'Saturday 9:0-5:0', 'Sunday 9:0-5:0']""",0,385 Yonge Street,78,-79.3818484,43.6588619,M5B 1S1,Italian
Mustachio Italian Eatery,1,4.5,Downtown Core,WzleXDgNBtwNo80gn7CgEg,"""['Monday 10:30-18:30', 'Tuesday 10:30-18:30', 'Wednesday 10:30-18:30', 'Thursday 10:30-18:30', 'Friday 10:30-18:30', 'Saturday 11:0-16:0']""",1,595 Bay St.,4,-79.3830938,43.6561838,M5G 1M6,Italian
Calabrese Pizza,1,3.5,Etobicoke,wY8EmrjhokXEgSeCOJwoqQ,"""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-0:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 14:0-22:0']""",1,3019 Lake Shore Boulevard W,18,-79.50851966,43.60003831,M8V 1K2,Italian
Pizza Pizza,1,2,Queen Street West,Idk-QTyUZq9w0ALh5cyvrw,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-3:0', 'Friday 11:0-3:0', 'Saturday 11:0-3:0', 'Sunday 11:0-2:0']""",1,228 Queen Street W,8,-79.3900762,43.6503226,M5V 1Z6,Italian
Diverso by Ferraro,2,4,,BesWd1a_bPC9-dH0biQJpw,"""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:30-23:0']""",0,328 Dupont Street,12,-79.4089837,43.6745536,M5R,Italian
Lil Baci Taverna,2,3.5,Mount Pleasant and Davisville,yrZrnWdBR4pE21vcgv8KHw,"""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-23:0']""",1,2013 Yonge Street,74,-79.3971491,43.7011076,M4S 1Z9,Italian
Tommaso's Trattoria,2,4,Riverdale,x4mhAhgIVUd205iXMoyzCQ,,1,400 Eastern Ave,40,-79.3450015,43.6572764,M4M 1B9,Italian
Teatro Restaurant,2,2.5,Little Italy,Mr-r_r8qCnr9LMnazT0rhA,"""['Tuesday 18:0-2:0', 'Wednesday 18:0-2:0', 'Thursday 18:0-2:0', 'Friday 18:0-2:0', 'Saturday 18:0-2:0']""",0,505 College Street,9,-79.4100924,43.6559783,M6G 1A5,Italian
The Mad Italian Gelato Bar,2,3.5,Mount Pleasant and Davisville,ZUkUaGAbswsvFri2EfHFMQ,"""['Monday 9:0-23:0', 'Tuesday 9:0-23:0', 'Wednesday 9:0-23:0', 'Thursday 9:0-0:0', 'Friday 9:0-0:0', 'Saturday 9:0-0:0', 'Sunday 9:0-23:0']""",0,1581 Bayview Avenue,18,-79.3750554,43.7059907,M4G 3B7,Italian
Baldini Restaurant,2,3.5,Leslieville,wQMw6kc24uUQqqUGxe3Ztg,"""['Monday 11:30-15:0', 'Monday 17:0-22:0', 'Tuesday 11:30-15:0', 'Tuesday 17:0-22:0', 'Wednesday 11:30-15:0', 'Wednesday 17:0-22:0', 'Thursday 11:30-15:0', 'Thursday 17:0-22:0', 'Friday 11:30-15:0', 'Friday 17:0-22:30', 'Saturday 17:0-22:30', 'Sunday 17:0-22:0']""",1,1012 Queen Street E,41,-79.339032,43.661413,M4M 1K1,Italian
Bello Bio,2,4.5,Mount Pleasant and Davisville,Avh4vPVXkYPcHEbRs1ZdBQ,"""['Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-21:0', 'Friday 11:30-22:30', 'Saturday 11:30-22:30', 'Sunday 11:30-22:30']""",0,511 Mount Pleasant,10,-79.387492,43.7017624,M4S 2M4,Italian
Church Bistro,2,2.5,Church-Wellesley Village,uynbRIP4g85lp87xBJUaTg,"""['Monday 9:0-22:0', 'Tuesday 9:0-15:0', 'Wednesday 9:0-22:0', 'Thursday 9:0-22:0', 'Friday 9:0-22:0', 'Saturday 9:0-22:0', 'Sunday 9:0-17:0']""",1,555 Church Street,16,-79.3815104,43.667157,M4Y 2E2,Italian
Mirto Italian Restaurant & Bar,2,3,Downtown Core,tgZU8QAowa7V4Af6DV9UUg,"""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 17:0-23:0']""",1,25 Toronto St,25,-79.3760778,43.650703,M5C 2R1,Italian
Porteree,2,3,Little Italy,YhZNYAnifMOmIddWh2YwcQ,"""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""",0,583 College Street,3,-79.4132866,43.6552566,M6G 1B2,Italian
San Francesco Foods - Queen,2,3.5,Alexandra Park,MWe2RCV1PuH1qoMAELAqxA,"""['Monday 10:30-22:0', 'Tuesday 10:30-22:0', 'Wednesday 10:30-22:0', 'Thursday 10:30-23:0', 'Friday 10:30-0:0', 'Saturday 10:30-0:0', 'Sunday 11:0-21:0']""",1,609 Queen Street W,28,-79.4024223,43.6474976,M5V 2B7,Italian
Corrado's Authentic Italian Cuisine,2,4,East York,Vl7knG5rR45zT97JdkCmMQ,"""['Monday 11:0-20:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-20:0', 'Saturday 16:0-21:0']""",0,471 Cosburn Avenue,5,-79.3339954,43.6928272,M4J 2N5,Italian
Vannis Restaurant,2,3,,KEyjG-6G4Dbo3p1Wmnxs4Q,"""['Monday 15:0-22:0', 'Tuesday 15:0-22:0', 'Wednesday 15:0-22:0', 'Thursday 15:0-22:0', 'Friday 15:0-23:0', 'Saturday 10:0-23:0', 'Sunday 10:0-22:0']""",1,672b St Clair Avenue W,33,-79.4255315,43.6819924,M6C 1B1,Italian
Trattoria Taverniti,2,4,Little Italy,bo4loBeLwkQqZ7HGrgxXRQ,"""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 17:0-22:0']""",1,591 College Street,60,-79.4136209,43.6552592,M6G 1B2,Italian
Rush Hour,2,4.5,,86W-L1l70wL-7n0lSfoY-Q,"""['Tuesday 17:30-22:0', 'Wednesday 17:30-22:0', 'Thursday 17:30-22:0', 'Friday 17:30-22:0', 'Saturday 17:30-22:0', 'Sunday 12:0-22:0']""",1,1438A Dufferin Street,36,-79.4403221,43.6711707,M6H 3L1,Italian
Invictus,2,1.5,Corso Italia,3MmNFU-6po5M4hKRnQZusw,"""['Tuesday 15:0-0:0', 'Wednesday 15:0-0:0', 'Thursday 15:0-0:0', 'Friday 15:0-0:0', 'Saturday 15:0-0:0', 'Sunday 15:0-0:0']""",0,1331 St Clair Avenue W,5,-79.44945921,43.67628259,M6E 1C2,Italian
Via Mercanti Food Shop,2,3,Kensington Market,DvXpWBz5_-hZQuvu-RnSwQ,"""['Monday 10:0-20:0', 'Tuesday 22:0-23:0', 'Wednesday 10:0-20:0', 'Thursday 10:0-20:0', 'Friday 10:0-21:0', 'Saturday 10:0-21:0', 'Sunday 10:0-20:0']""",1,209 Augusta Avenue,3,-79.4014786,43.6540622,M5T 2L4,Italian
Vivoli,2,3.5,Little Italy,yBGqf8l9NOM3vZFnlxcgzQ,"""['Monday 11:30-2:0', 'Tuesday 11:30-2:0', 'Wednesday 11:30-2:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:30-2:0', 'Sunday 11:30-2:0']""",1,665 College St,57,-79.4166798,43.6550863,M6G 1B7,Italian
Mangiacake Ristorante & Catering,2,3.5,Downtown Core,5D2lHX9z-psWbH5Dm0aZxQ,"""['Monday 9:0-17:0', 'Tuesday 9:0-17:0', 'Wednesday 9:0-17:0', 'Thursday 9:0-17:0', 'Friday 9:0-17:0', 'Saturday 11:0-17:0']""",0,160 McCaul Street,9,-79.3921693,43.655572,M5T 1W4,Italian
Simpatico Cibo e Vino,2,4.5,Yonge and Eglinton,NKoI09Z35Gwn5gdfi5HWNg,"""['Monday 16:15-22:0', 'Tuesday 16:15-22:0', 'Wednesday 16:15-22:0', 'Thursday 16:15-22:0', 'Friday 16:15-22:30', 'Saturday 16:15-22:30', 'Sunday 16:15-22:0']""",1,187 Heighbourne Road,5,-79.4071813,43.7044198,M5P 2J8,Italian
